0315;0220
Bounds;296.367967;48.843551;296.818455;49.300253
Aperture;14;1;3
Background photometric window
DATE_OBS     ;NAME                     ;FILTER;CATRA     ;CATDEC    ;IMGRA     ;IMGDEC    ;IMGX    ;IMGY    ;R2mag ;BKGROUND;BGSTDDEV;BGRJCT;PSF_A    ;PSF_SIGMAX;PSF_SIGMAY;PSF_THETA;PSF_MAD     ;FLUX14   ;SNR14   ;FLAG
2457266.62294;3UCAC279-156120          ;V     ;296.748811; 49.090759;296.748837; 49.090605; 705.527; 828.466;13.248;475.3967;24.11446;0.2528;0.0026902;4.28569016;3.34974791;75.375865;4.42637E-002;6393.4736;20.64457;0000
2457266.62294;3UCAC278-156663          ;V     ;296.604451; 48.854814;296.604557; 48.854808;1451.892; 537.937;13.261;472.2428;24.11446;0.2528;0.0047165;4.04819181;2.87192035;80.061381;2.66793E-002;9779.1340;31.03389;0000
2457266.62294;3UCAC279-155827          ;V     ;296.591567; 49.109755;296.591572; 49.109748; 648.657; 503.433;13.274;475.1419;24.11446;0.2528;0.0045170;3.62472275;3.07754771;78.037628;3.06930E-002;9531.4255;30.28559;0000
2457266.62294;3UCAC279-155532          ;V     ;296.401240; 49.029347;296.401194; 49.029407; 905.166; 112.547;13.280;472.5386;24.11446;0.2528;0.0047557;3.67472895;2.96576518;90.296198;2.48125E-002;9084.3714;28.93046;0000
2457266.62294;3UCAC279-155471          ;V     ;296.370743; 49.140948;296.370651; 49.140966; 553.992;  47.156;13.286;472.3275;24.11446;0.2528;0.0035635;4.15728053;3.53381804;75.073758;3.66132E-002;9319.7180;29.64460;0000
2457266.62294;3UCAC279-155988          ;V     ;296.683896; 49.244647;296.684082; 49.244658; 221.513; 689.689;13.296;483.5862;24.11446;0.2528;0.0026674;4.97717346;4.10527568;70.733322;4.28970E-002;9091.2824;28.95146;0000
2457266.62294;3UCAC279-156159          ;V     ;296.769390; 49.074344;296.769371; 49.074326; 756.329; 871.435;13.296;475.0887;24.11446;0.2528;0.0048043;3.71111649;2.96180409;64.608891;2.56237E-002;9961.4604;31.58351;0000
2457266.62294;3UCAC278-156574          ;V     ;296.550879; 48.912984;296.550930; 48.913005;1269.522; 425.135;13.314;473.3903;24.11446;0.2528;0.0059010;3.73685292;2.84347904;81.360234;2.07361E-002;10689.339;33.76799;0000
2457266.62294;3UCAC279-156070          ;V     ;296.725276; 49.047200;296.725306; 49.047197; 842.896; 781.451;13.339;475.0136;24.11446;0.2528;0.0056293;3.58152457;3.04810549;70.782387;2.30241E-002;10916.666;34.44707;0000
2457266.62294;3UCAC278-156532          ;V     ;296.525349; 48.959022;296.525416; 48.959026;1124.946; 371.062;13.357;473.6206;24.11446;0.2528;0.0040858;3.36025383;2.76301816;78.590984;2.87924E-002;6721.5856;21.66702;0000
