0315;0220
Bounds;359.308323;61.016137;359.923906;61.472050
Aperture;12;1;3
Background photometric window
DATE_OBS     ;NAME                     ;FILTER;CATRA     ;CATDEC    ;IMGRA     ;IMGDEC    ;IMGX    ;IMGY    ;R1mag ;BKGROUND;BGSTDDEV;BGRJCT;PSF_A    ;PSF_SIGMAX;PSF_SIGMAY;PSF_THETA;PSF_MAD     ;FLUX12   ;SNR12   ;FLAG
2457266.79609;USNO 1514-0372610        ;V     ;359.545712; 61.446637;359.545767; 61.447055; 124.868; 398.931;11.910;2645.235;53.27213;0.4940;0.0086818;9.84183131;6.77935127;168.98291;5.69148E-002;73670.040;117.2722;0001
2457266.79609;USNO 1513-0378420        ;V     ;359.794162; 61.301498;359.793961; 61.301426; 580.786; 778.943;11.920;2646.022;53.27213;0.4940;0.0178102;7.42964538;5.82010781;14.541163;2.14405E-002;112452.45;170.8117;0000
2457266.79609;USNO 1511-0378567        ;V     ;359.609506; 61.195634;359.624936; 61.204240; 890.126; 525.689;11.950;2753.871;53.27213;0.4940;0.0196931;13.0437946;6.99853558;54.013414;7.60966E-002;207617.20;285.5673;0005
2457266.79609;USNO 1513-0378542        ;V     ;359.847375; 61.318803;359.847018; 61.318722; 525.236; 858.652;11.950;2650.447;53.27213;0.4940;0.0138250;7.56380043;6.01272937;10.162100;2.63029E-002;90559.104;141.1680;0000
2457266.79609;USNO 1513-0377925        ;V     ;359.612584; 61.387287;359.612798; 61.387218; 312.859; 501.826;11.970;2650.555;53.27213;0.4940;0.0136994;7.29317773;5.88415006;15.880884;2.55635E-002;86657.858;135.7315;0001
2457266.79609;USNO 1513-0377491        ;V     ;359.454328; 61.303053;359.454286; 61.303178; 579.904; 264.067;12.000;2664.332;53.27213;0.4940;0.0274588;7.18469519;5.49700880;10.727489;2.21598E-002;164982.29;236.6706;0001
2457266.79609;USNO 1512-0377346        ;V     ;359.663445; 61.205853;359.662602; 61.205914; 884.308; 582.901;12.040;2679.285;53.27213;0.4940;0.0080702;6.77191689;5.44460007;20.745009;5.72784E-002;48968.146;80.51082;0001
2457266.79609;USNO 1513-0377920        ;V     ;359.610550; 61.387159;359.612798; 61.387218; 312.859; 501.826;12.040;2650.555;53.27213;0.4940;0.0136994;7.29317773;5.88415006;15.880884;2.55635E-002;86657.858;135.7315;0001
2457266.79609;USNO 1513-0377752        ;V     ;359.544828; 61.363462;359.544525; 61.363448; 388.730; 399.253;12.050;2648.721;53.27213;0.4940;0.0205009;7.34339474;5.82095418;14.485130;2.12041E-002;129978.18;193.5581;0000
2457266.79609;USNO 1510-0376382        ;V     ;359.798056; 61.034406;359.797549; 61.034417;1423.314; 794.657;12.100;2616.814;53.27213;0.4940;0.0099383;8.61563803;6.39602954;35.819217;3.03717E-002;74208.959;118.0495;0001
2457266.79609;USNO 1512-0377171        ;V     ;359.617917; 61.213698;359.620630; 61.211645; 866.816; 518.921;12.120;2729.428;53.27213;0.4940;0.0145957;6.65365244;5.28173595;13.491226;4.16009E-002;81737.818;128.8050;0001
2457266.79609;USNO 1512-0377623        ;V     ;359.748262; 61.274895;359.747548; 61.274789; 665.636; 709.559;12.150;2633.328;53.27213;0.4940;0.0023944;9.11829261;7.02412318;56.968876;1.10323E-001;19928.094;34.13179;0000
2457266.79609;USNO 1513-0377456        ;V     ;359.439125; 61.348615;359.439023; 61.348711; 436.355; 239.970;12.170;2654.641;53.27213;0.4940;0.0190787;7.30047917;5.73227427;16.189762;2.28763E-002;118836.93;179.1945;0000
2457266.79609;USNO 1510-0375752        ;V     ;359.580606; 61.046720;359.582049; 61.046727;1387.770; 464.906;12.170;2650.515;53.27213;0.4940;0.0076361;16.7465961;7.54313163;89.807019;5.29310E-002;82245.186;129.5229;0003
2457266.79609;USNO 1513-0377833        ;V     ;359.577364; 61.387012;359.577784; 61.387398; 312.744; 448.895;12.200;2644.414;53.27213;0.4940;0.0061259;9.17122729;6.01296940;18.681267;4.52739E-002;45257.248;74.78560;0001
2457266.79609;USNO 1512-0377187        ;V     ;359.620737; 61.211820;359.620630; 61.211645; 866.816; 518.921;12.220;2729.428;53.27213;0.4940;0.0145957;6.65365244;5.28173595;13.491226;4.16009E-002;81737.818;128.8050;0001
2457266.79609;USNO 1513-0377993        ;V     ;359.636709; 61.335109;359.636957; 61.335069; 477.097; 539.945;12.220;2644.957;53.27213;0.4940;0.0211552;7.19980793;5.73599755;17.531317;2.11311E-002;131198.36;195.1113;0000
